Fecha;Anio;Mes;Linea;Línea Unificada;Canal de distribución;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Rendimiento;Precio
dic-18;2018;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;63484;8125;886;180;55359;72
ene-19;2019;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;71916325;29380101;697959;679369;42536224;103
ene-19;2019;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;56118711;22778603;605763;544431;33340108;93
ene-19;2019;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;13994666;6664106;148558;158943;7330560;94
ene-19;2019;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;83859073;49134796;878440;835673;34724277;95
ene-19;2019;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;7522684;2461448;80131;57974;5061236;94
ene-19;2019;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;4450400;2083528;48626;49257;2366872;92
ene-19;2019;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1798616;912531;19942;21983;886085;90
ene-19;2019;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;2968;1456;35;35;1512;85
ene-19;2019;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;50856;9438;693;226;41417;73
feb-19;2019;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;75399851;41613274;755433;784407;33786577;100
feb-19;2019;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;57759509;26243778;614144;639878;31515731;94
feb-19;2019;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;15788965;7995404;166364;194928;7793561;95
feb-19;2019;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;76676494;37022332;805710;811615;39654162;95
feb-19;2019;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;6809270;4604064;69447;105529;2205206;98
feb-19;2019;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;4443269;2268794;47796;53723;2174475;93
feb-19;2019;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1485620;750245;15908;18512;735375;93
feb-19;2019;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;68300;31367;762;722;36933;90
feb-19;2019;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;59363;13758;820;348;45605;72
mar-19;2019;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;0;30615;0;800;-30615;#¡DIV/0!
mar-19;2019;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;82470547;33785350;752273;690141;48685197;110
mar-19;2019;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;55484229;27537319;553904;651944;27946909;100
mar-19;2019;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;17911910;7205278;176777;167472;10706632;101
mar-19;2019;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;86642035;55969924;852211;836731;30672111;102
mar-19;2019;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;9125854;2674408;88767;61634;6451446;103
mar-19;2019;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;5371113;3092318;53766;73266;2278795;100
mar-19;2019;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1364775;838398;17081;19379;526377;80
mar-19;2019;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;112786;6962;1650;144;105824;68
abr-19;2019;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;74496;0;800;0;74496;93
abr-19;2019;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;101379073;45234118;898110;932771;56144955;113
abr-19;2019;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;66734749;30272687;645360;642265;36462062;103
abr-19;2019;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;17179379;8234432;165649;182603;8944947;104
abr-19;2019;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;117974114;57870096;1142097;1207125;60104018;103
abr-19;2019;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;5829790;4237680;55362;95577;1592110;105
abr-19;2019;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;6213407;3008451;60646;69876;3204955;102
abr-19;2019;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2004571;1201820;20226;22899;802751;99
abr-19;2019;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;16523;7439;166;161;9084;100
abr-19;2019;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;99641;7139;1228;139;92503;81
may-19;2019;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;145298251;55351232;1211739;918435;89947019;120
may-19;2019;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;62958229;22637959;562302;404111;40320271;112
may-19;2019;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;20450606;6540870;177720;122911;13909736;115
may-19;2019;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;140929210;60416472;1250504;1041984;80512738;113
may-19;2019;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;11597147;3264357;101075;58276;8332790;115
may-19;2019;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;11040421;3085353;96196;51740;7955068;115
may-19;2019;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2359078;762372;19640;12579;1596706;120
may-19;2019;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;6875;3564;66;66;3311;104
may-19;2019;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;123723;43833;1504;849;79890;82
jun-19;2019;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;71403675;54579740;546064;944518;16823935;131
jun-19;2019;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;44647898;24173139;372759;416045;20474759;120
jun-19;2019;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;14714750;8898394;122273;157659;5816356;120
jun-19;2019;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;129294053;58485138;1060523;991004;70808915;122
jun-19;2019;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;7825897;3996585;63181;70644;3829312;124
jun-19;2019;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;10054051;5243993;84269;91727;4810057;119
jun-19;2019;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1796408;1390774;14939;23417;405634;120
jun-19;2019;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;9190;4722;85;85;4468;108
jun-19;2019;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;96640;8043;938;132;88596;103
jul-19;2019;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;118044969;45141793;893584;650672;72903176;132
jul-19;2019;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;64780184;30409930;532461;497496;34370253;122
jul-19;2019;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;21871607;10062778;178110;169845;11808829;123
jul-19;2019;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;127341521;52184797;984096;858679;75156724;129
jul-19;2019;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;11434289;6478410;92330;110400;4955878;124
jul-19;2019;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;6714594;4219396;56660;71877;2495198;119
jul-19;2019;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;3144490;1137260;26603;18183;2007230;118
jul-19;2019;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;11805;6172;105;105;5633;113
jul-19;2019;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;86647;9839;1013;148;76808;86
ago-19;2019;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;125513392;68153850;927612;1024613;57359541;135
ago-19;2019;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;62562294;33565877;489805;519167;28996417;128
ago-19;2019;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;23018335;10831826;179828;168322;12186509;128
ago-19;2019;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;133202467;85090466;1005220;1201051;48112001;133
ago-19;2019;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;13193477;4485446;104338;69460;8708031;126
ago-19;2019;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;10760543;7184930;85557;111171;3575613;126
ago-19;2019;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;3495052;2303052;28125;35855;1192000;124
ago-19;2019;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;1782;960;15;15;822;119
ago-19;2019;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;56962;13412;612;218;43550;93
sep-19;2019;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;166005696;57891735;1109151;856975;108113962;150
sep-19;2019;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;76062365;33504973;571619;443394;42557392;133
sep-19;2019;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;22741988;12713769;170932;183330;10028219;133
sep-19;2019;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;202123275;89997435;1429501;1106492;112125840;141
sep-19;2019;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;11569001;5007377;84249;76909;6561624;137
sep-19;2019;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;14315802;4627201;111517;68427;9688601;128
sep-19;2019;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2760789;1050762;21904;15369;1710027;126
sep-19;2019;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;10150;5067;78;78;5083;131
sep-19;2019;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;55092;25478;598;360;29614;92
oct-19;2019;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;152752383;80100999;910649;1088084;72651384;168
oct-19;2019;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;65004113;31017536;459005;438368;33986577;142
oct-19;2019;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;27434593;15161855;198351;218610;12272739;138
oct-19;2019;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;196249499;69828257;1233784;990059;126421243;159
oct-19;2019;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;11914977;4236323;81810;65080;7678654;146
oct-19;2019;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;9051335;5166717;65134;75017;3884618;139
oct-19;2019;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;3409163;1452423;23415;20065;1956739;146
oct-19;2019;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;19724;8451;135;125;11273;146
oct-19;2019;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;472012;20807;3319;278;451205;142
nov-19;2019;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;145886754;68034918;776092;843739;77851836;188
nov-19;2019;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;53178676;33537281;348988;444109;19641396;152
nov-19;2019;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;28278283;12678288;184534;164173;15599995;153
nov-19;2019;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;97828740;82937736;579829;1046129;14891004;169
nov-19;2019;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;8816936;4516572;54008;59810;4300364;163
nov-19;2019;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;7450182;8360306;49534;113366;-910124;150
nov-19;2019;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1873469;1293284;12061;16892;580186;155
nov-19;2019;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;12696;5876;80;80;6820;159
nov-19;2019;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;66960;20354;637;261;46606;105
dic-19;2019;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;160417903;56933257;844307;614447;103484646;190
dic-19;2019;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;92484518;30295165;547090;390180;62189353;169
dic-19;2019;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;25331877;10399828;152254;133619;14932049;166
dic-19;2019;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;253721785;81211688;1356893;1022921;172510097;187
dic-19;2019;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;6450514;3141646;37844;44305;3308868;170
dic-19;2019;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;19782792;5561914;122705;74573;14220878;161
dic-19;2019;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;3669523;1235578;22135;16946;2433946;166
dic-19;2019;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;3891;1773;23;23;2117;169
dic-19;2019;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;79715;21415;611;262;58300;131
ene-20;2020;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;119850512;35524327;631424;418396;84326184;190
ene-20;2020;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;50827563;27097912;284784;329547;23729652;178
ene-20;2020;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;32006254;14043834;180093;169360;17962420;178
ene-20;2020;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;207956045;110570400;1124066;1348054;97385645;185
ene-20;2020;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;9703447;4982920;53347;53087;4720527;182
ene-20;2020;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;9866206;6839226;57660;83725;3026980;171
ene-20;2020;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;3186514;1870562;18551;22198;1315952;172
ene-20;2020;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;4899;2473;28;28;2425;175
ene-20;2020;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;85470;18724;659;234;66746;130
feb-20;2020;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;104355786;71682563;562343;722555;32673223;186
feb-20;2020;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;80983044;43744868;449497;475890;37238176;180
feb-20;2020;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;25127010;14448059;139681;158383;10678951;180
feb-20;2020;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;164118285;112754974;888411;1240588;51363311;185
feb-20;2020;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;9734465;9668515;53971;106644;65949;180
feb-20;2020;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;8118953;8901600;47130;99847;-782647;172
feb-20;2020;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2429587;1084682;13711;10966;1344905;177
feb-20;2020;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;64945;16790;556;150;48154;117
mar-20;2020;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;199415357;93996311;1066648;950640;105419046;187
mar-20;2020;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;76210327;37628886;422872;449746;38581441;180
mar-20;2020;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;37472609;17814967;209749;225442;19657642;179
mar-20;2020;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;237764600;64834098;1250489;717491;172930502;190
mar-20;2020;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;22622700;9868243;125178;112461;12754456;181
mar-20;2020;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;15345427;1928721;89541;78507;13416705;171
mar-20;2020;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2862974;1411656;16857;14514;1451318;170
mar-20;2020;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;17039;8205;102;91;8834;167
mar-20;2020;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;455606;23064;2798;242;432542;163
abr-20;2020;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;152470353;85656953;822746;873085;66813400;185
abr-20;2020;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;112947741;52762242;631668;535128;60185498;179
abr-20;2020;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;45429273;18165268;256351;190333;27264005;177
abr-20;2020;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;257590093;142268468;1307512;1239016;115321626;197
abr-20;2020;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;14583400;4797027;82685;48567;9786372;176
abr-20;2020;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;19627376;10452445;113827;108134;9174931;172
abr-20;2020;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;838565;697964;4804;4415;140601;175
abr-20;2020;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Circuitos Vtas. Virasoro;135000;126635;1500;1500;8365;90
abr-20;2020;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;9817;6867;58;69;2950;169
abr-20;2020;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;297004;29386;1878;298;267618;158
may-20;2020;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;207013061;108153714;1100077;1044965;98859347;188
may-20;2020;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;90858947;53489203;508946;528909;37369745;179
may-20;2020;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;26337981;17636482;146941;165354;8701500;179
may-20;2020;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;175275323;125240574;874930;1212609;50034749;200
may-20;2020;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;11100590;6164338;60823;59535;4936251;183
may-20;2020;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;21202637;13627477;122295;109255;7575160;173
may-20;2020;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2869934;1398913;13919;10664;1471021;206
may-20;2020;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;5833;3521;32;32;2312;182
may-20;2020;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;106200;31637;836;297;74563;127
jun-20;2020;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;167562226;86726795;885221;768135;80835431;189
jun-20;2020;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;88420869;51008728;485872;480278;37412141;182
jun-20;2020;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;34807784;20714604;194283;188005;14093180;179
jun-20;2020;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;236917620;129083058;1188097;1065626;107834562;199
jun-20;2020;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;12208489;6793258;65952;76134;5415232;185
jun-20;2020;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;21252525;9904525;122837;91144;11348000;173
jun-20;2020;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1830407;1332498;7727;9590;497909;237
jun-20;2020;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;13208;8925;81;81;4282;164
jun-20;2020;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;70037;24506;495;210;45531;141
jul-20;2020;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;116870226;113964554;611455;875543;2905671;191
jul-20;2020;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;76494343;58932749;418056;466380;17561594;183
jul-20;2020;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;25848632;16723743;140779;111106;9124888;184
jul-20;2020;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;269581522;98812676;1272081;747053;170768846;212
jul-20;2020;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;12088480;6714070;66986;51809;5374410;180
jul-20;2020;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;11161797;15178989;63422;121638;-4017192;176
jul-20;2020;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;3974962;2730567;20449;20907;1244396;194
jul-20;2020;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;13783;10044;79;79;3738;174
jul-20;2020;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;88330;33038;516;251;55292;171
ago-20;2020;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;184674020;119442911;912198;896963;65231109;202
ago-20;2020;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;88016500;71181111;470130;532211;16835389;187
ago-20;2020;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;30336432;29892076;160980;223357;444356;188
ago-20;2020;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;133849502;84851243;602188;623981;48998259;222
ago-20;2020;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;14411219;13943057;72862;102277;468162;198
ago-20;2020;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;19306143;21824554;108778;168019;-2518411;177
ago-20;2020;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;2835131;3006302;14376;21865;-171171;197
ago-20;2020;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;31423;23026;170;170;8396;185
ago-20;2020;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;196775;20055;1178;145;176719;167
sep-20;2020;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;183000241;117191882;878230;779164;65808359;208
sep-20;2020;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;98687850;72081756;471967;515917;26606094;209
sep-20;2020;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;33685550;26182887;166700;188234;7502663;202
sep-20;2020;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;279810889;146332135;1206713;1061373;133478755;232
sep-20;2020;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;16577418;8733453;82820;62403;7843964;200
sep-20;2020;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;30069487;15470240;157421;110894;14599248;191
sep-20;2020;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;4130567;2798122;19626;20315;1332445;210
sep-20;2020;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;41961;30221;212;212;11741;198
